name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
Private & Cozy Room With Queen Bed,Ayberk,Sariyer,41.08874,29.04439,Private room,100,2,10,1.13,35
Heart of Istiklal Street Taksim Cihangir Beyoglu,Olcay,Beyoglu,41.03369,28.98276,Entire home/apt,237,1,42,2.78,269
Bright room 20 mins away from Atatürk airport,Mary,Kucukcekmece,41.03628,28.76397,Private room,58,1,4,0.25,308
Great location for a comfortable staying!!!,Marilda,Gungoren,41.0074,28.88545,Private room,69,2,21,1.32,172
Double Room Attached Bathroom in ORTAKÖY,Name,Besiktas,41.054,29.02563,Private room,105,1,14,0.98,162
Taksim Elisyum rezidans 3+1,Hakan,Sisli,41.04207,28.98416,Entire home/apt,791,2,1,0.06,362
Large En-suite Triple Room,Name,Besiktas,41.05418,29.02408,Private room,100,1,3,0.43,210
Cosy room in Üsküdar/İstanbul,Furkan,Uskudar,41.01595,29.02116,Private room,90,1,2,0.35,268
A Cosy Private Room in Cihangir/Beyoğlu,Güliz,Beyoglu,41.03048,28.98431,Private room,69,5,1,0.17,365
Taksim istiklal Cihangir 2+1 ev daire oda,Sevgi,Beyoglu,41.03286,28.98049,Entire home/apt,169,1,4,0.36,364
#5 ECONOMIC 5 PAX FLAT,Farouq,Fatih,41.00438,28.97113,Entire home/apt,127,1,5,0.32,292
WONDERFULL -  Well located residence Taksım Square,Berhan,Beyoglu,41.03614,28.97367,Private room,163,1,1,0.09,362
"FANTASTIC APARTMENTS, LUX RESIDENCE",Rasha,Avcilar,41.00188,28.69811,Entire home/apt,348,1,1,0.11,365
Cozy House in Beyoğlu,Melih,Beyoglu,41.03196,28.97212,Private room,63,3,21,1.33,88
Bright and spacious in the heart of Cihangir,Buse,Beyoglu,41.03113,28.98361,Private room,105,1,37,2.34,151
Cozy Flat In City Center With Lovely Istanbul View,Sabriya,Beyoglu,41.03488,28.9742,Private room,95,3,21,1.45,333
Best location & Best price at SultanAhmet istanbul,Ertugrul,Fatih,41.00516,28.98073,Entire home/apt,290,1,5,0.36,364
2 BED ROOM FLAT WITH BALCONY AND GALATA TOWER VIEW,Kardelen,Beyoglu,41.02633,28.97515,Entire home/apt,169,2,68,4.57,254
Double Room with Kitchen & Balcony,Ayşe Zeynep,Beyoglu,41.03144,28.97407,Private room,237,1,11,0.69,350
superior triple rooms,Erdal,Beyoglu,41.03539,28.98006,Private room,237,1,1,1.0,365
superior double or twin room,Erdal,Beyoglu,41.0356,28.97931,Entire home/apt,216,1,1,0.23,365
Flats For Family & Group (CITY CENTER),Enes,Beyoglu,41.02667,28.97922,Private room,1007,1,6,0.43,358
Central 2+1 Lovely Flat in Heart of Kadikoy,Tunay Bayram,Kadikoy,40.98654,29.02921,Entire home/apt,264,2,42,2.8,287
"Cozy,large room in the center",Merve,Sisli,41.05555,28.98896,Private room,179,1,2,0.13,268
Ultra Comfy Flat & Perfect Location,Pelin,Beyoglu,41.02808,28.98195,Entire home/apt,195,2,11,0.73,88
"Deluxe 2+1 residence 1, Taksim Elysium Residence",Yasmin&Murat,Sisli,41.04205,28.98335,Entire home/apt,417,2,1,0.42,352
"Istanbul kadikoy, luxe residence with swimmingpool",Neslihan,Kadikoy,40.99048,29.06623,Entire home/apt,195,15,5,0.39,258
A cosy and safe room for women in Istanbul Emirgan,Neslihan,Sariyer,41.10857,29.04128,Private room,169,2,1,0.12,179
Cozy flat close to the lake and the sea,Nelson,Avcilar,40.98264,28.74491,Private room,137,1,1,0.08,90
Kadıköy/ Göztepe heryere ulaşımı rahat  konforlu,Arzu,Kadikoy,40.98465,29.07074,Private room,53,3,5,0.4,323
Rent a room in Cihangir,Nihat,Beyoglu,41.03212,28.98817,Private room,53,7,1,0.08,0
Boutique Room in Taksim 1  half-ground room,Salih,Sisli,41.04296,28.98633,Private room,132,2,1,0.16,323
Levanten House with panoramic view,Ahmet,Beyoglu,41.03677,28.97251,Private room,84,1,30,2.82,171
Your house in İstanbul :) Central and comfortable,Çağla,Besiktas,41.07593,29.02534,Entire home/apt,485,3,4,0.33,0
"Cosy flat in a lovely, centered area",Goksu,Kadikoy,40.9958,29.02789,Private room,105,2,19,1.27,153
Spacious studio at superb location!!,Kıvanç,Beyoglu,41.03192,28.9716,Entire home/apt,142,2,13,0.85,5
Very bright and spacious in the heart of Cihangir,Buse,Beyoglu,41.03261,28.98517,Private room,105,2,24,1.66,363
nice room,Özay,Kadikoy,40.98662,29.03001,Private room,63,2,7,0.68,71
simple and traditional in Göksu,Öz. Bektaş,Beykoz,41.07996,29.07712,Private room,42,1,2,0.16,0
Terrace Room with Beautiful location,Ertugrul,Fatih,41.00594,28.98025,Private room,422,1,26,1.89,364
Platform Merter Suites,Murat,Zeytinburnu,41.01117,28.89952,Entire home/apt,295,1,1,0.21,365
GÜNLÜK HAFTALİK KİRALİK ÖZEL VİLLA,Adem,Buyukcekmece,41.05562,28.50372,Entire home/apt,1002,1,1,0.1,358
A quiet room in lovely Kadıköy Artisans Street,Burcu,Kadikoy,40.98999,29.02973,Private room,74,2,4,0.48,88
Appartement de Cihangir - Taxim,Sinan,Beyoglu,41.03394,28.98401,Private room,121,2,29,2.41,76
Quiet place in Kavacik area,Volkan,Beykoz,41.0965,29.08098,Private room,74,1,2,0.17,179
Boutique Room in Taksim 5 Free wi_fi,Salih,Sisli,41.04295,28.98611,Private room,158,2,7,0.49,362
best location,Deniz,Beyoglu,41.0279,28.97202,Private room,58,1,45,3.22,4
private suite home,Ozge,Sisli,41.11791,29.0104,Entire home/apt,380,4,1,0.94,364
Cihangir cozy,Asli,Beyoglu,41.03408,28.98668,Entire home/apt,121,2,2,0.14,0
"Fantastic Apartment , Sultan Ahmet",Mohamed,Fatih,41.00435,28.97524,Entire home/apt,475,1,21,2.26,307
Studio Flat VERY CLOSE to Atatürk Airport,Serhat,Bahcelievler,41.0072,28.81243,Entire home/apt,148,2,3,0.2,0
GARDEN RESİDENCE SUİTE,Kenan,Esenyurt,41.01078,28.657,Entire home/apt,121,1,2,0.13,365
Joyous House in Perfect Location,Pelin,Beyoglu,41.03365,28.98143,Entire home/apt,132,2,46,3.09,92
"Heart of Taksim.Cozy, Stylish and Quite (New list)",Mino,Beyoglu,41.03442,28.98565,Entire home/apt,343,1,35,2.26,332
Cosy Single Room at the Center of Beyoglu/Karakoy,Seda,Beyoglu,41.02813,28.97924,Private room,74,2,75,4.89,316
3 BDR DELUXE APARTMENT IN TAKSIM,Property Management,Sisli,41.04219,28.98427,Entire home/apt,596,1,15,1.04,356
Room With Bosphorus View close to Bogazici,Emine,Sariyer,41.08922,29.05644,Private room,527,1,16,1.26,317
Cosy Double Room at the Center of Beyoglu/Karakoy,Seda,Beyoglu,41.02834,28.97851,Private room,84,2,22,1.44,325
Cosy Lovely Room the Center of Beyoglu/Karakoy,Seda,Beyoglu,41.0299,28.97741,Private room,84,2,21,1.49,347
Taksim studıo for 4 adults,Adem,Beyoglu,41.03378,28.98404,Private room,211,2,1,0.07,365
Centrally located room in Besiktas,Seyma,Besiktas,41.04544,29.00531,Private room,58,1,3,0.2,0
Single room near Ataturk Airport,Funda,Bahcelievler,40.99304,28.84219,Private room,132,1,1,0.21,90
Watch Asia from Europe on Terrace❤❤,Elif,Fatih,41.00476,28.98204,Private room,359,1,8,0.55,348
Sultanahmet – Large 4 BR/3 Storey Private House.,Saban,Fatih,41.00505,28.97143,Entire home/apt,464,1,27,1.96,340
"Useful, stylish, modern one plus one",Fatih,Kadikoy,40.99044,29.04664,Entire home/apt,148,7,7,0.51,344
Central Old Town Brand New Boutique Guesthouse,Onur,Fatih,41.00699,28.98233,Private room,2025,3,2,0.26,365
Cozy & Central Apartment in Moda,Ali,Kadikoy,40.98532,29.02726,Private room,200,3,3,0.21,177
Doc’s cozy place,Alper,Kadikoy,40.96449,29.09422,Private room,100,1,2,0.15,173
Comfortable modern flat near Taksim square,Jelena,Beyoglu,41.03409,28.98527,Entire home/apt,469,3,17,2.56,63
Double Room Attached Bathroom in Beşiktaş,Name,Besiktas,41.05594,29.02551,Private room,121,1,7,0.65,240
The perfect place to stay in Istanbul,Oktay,Besiktas,41.04258,29.0002,Private room,195,2,1,0.14,87
Central & beautiful flat.private room with balcony,Begum,Sisli,41.06038,28.99996,Private room,105,1,6,0.54,106
Served Apartment with receptionin Harbiye,Stephen,Sisli,41.04572,28.98641,Entire home/apt,475,1,2,0.21,88
Tunakan Homes Balcony Flat No.1,Kaya,Kadikoy,40.99193,29.02655,Entire home/apt,127,4,3,0.89,83
Your Perfect Room,Esfandyar,Kadikoy,40.98749,29.05101,Private room,79,3,4,0.37,323
Rahat Ev Ortamı,Şafak,Sisli,41.07238,28.99521,Private room,158,1,1,0.11,364
Your cosy home in the center of Cihangir,Dilek,Beyoglu,41.03048,28.98486,Entire home/apt,148,7,4,0.27,263
4AC Huge flat w/Lift Elegant location 5Br 4.5 Ba,Ahmet,Beyoglu,41.02999,28.97205,Entire home/apt,1186,3,18,1.68,275
Cozy flat on an Old City neighbourhood street,Mehmet,Fatih,41.00709,28.98081,Entire home/apt,200,2,41,3.01,351
Looking for a Flatmate 7 mins to  Ataturkairport,Haki,Bahcelievler,41.00057,28.83036,Private room,58,2,3,0.22,365
"1+1 Apartment in Taksim, near to the square",Mustafa,Beyoglu,41.03973,28.98321,Entire home/apt,501,1,9,0.6,354
Well Designed Studio Apartment in Beyoglu,Ece,Beyoglu,41.02826,28.97418,Entire home/apt,179,1,58,4.37,354
Хорошее расположение...,Alper,Maltepe,40.92993,29.124,Private room,69,1,1,0.15,89
Taksim& 25% discount per week& Cosy Room,Ahmet,Beyoglu,41.03381,28.98064,Private room,121,1,1,0.22,90
Old City/Blue Mosque/St. Sophia,Azamatjon,Fatih,41.00397,28.98,Private room,121,2,1,0.07,284
Old City/Blue Mosque/St. Sophia,Azamatjon,Fatih,41.00566,28.98068,Private room,137,2,17,1.22,284
Old City/Blue Mosque/St. Sophia,Azamatjon,Fatih,41.00344,28.97924,Private room,132,2,3,0.22,284
Old City/Blue Mosque/St. Sophia,Azamatjon,Fatih,41.00479,28.98046,Private room,121,2,1,0.15,284
Cozy home in historical Kuzguncuk neighborhood,Buse,Uskudar,41.03024,29.02816,Private room,63,2,6,1.53,314
Private Standart Double Room With Free Wifi,Hüseyin,Fatih,41.00559,28.96775,Private room,84,2,26,1.78,360
LUXURY COSY STUDIO FLAT WİTH BALCONY,Feyzi,Kadikoy,40.99441,29.03433,Entire home/apt,121,2,8,0.67,356
walk to everywhere & be in Istanbul under 2min,Mustafa,Kadikoy,40.99289,29.02526,Entire home/apt,200,1,65,4.33,324
Cosy home with comfort,Melike,Beyoglu,41.03129,28.98174,Entire home/apt,158,6,16,1.09,0
★BABU HOUSE★ Suite with Private Balcony in Taksim,Madlen,Beyoglu,41.03481,28.98001,Private room,211,1,1,0.08,304
Room for travelers,Abdullah,Fatih,41.02353,28.95027,Private room,179,1,1,0.1,365
cheap room  in a house full of friendly people,Senol,Sisli,41.06156,28.98867,Private room,100,1,1,0.07,89
Little Storie’s Hometown,Tuğçe,Kadikoy,40.98772,29.03181,Entire home/apt,564,1,2,0.18,365
New & Cozy Apt in İstanbul old city,İlhan,Fatih,41.00506,28.96615,Entire home/apt,448,2,7,0.73,239
Taksim Meydana Yakın Balkonlu Stüdyo Daire,Emrah,Beyoglu,41.03662,28.98074,Entire home/apt,137,1,3,0.28,364
Dorra1 D7,Abdulghani,Fatih,41.01176,28.95176,Entire home/apt,316,3,6,0.45,73
TÜYAP 5-6 pers.,TC Marina,Beylikduzu,41.00194,28.61834,Private room,316,2,1,0.08,89
2 Bedroom Modern Apt 24h Security,İlhan,Beyoglu,41.03263,28.99119,Entire home/apt,801,5,2,0.19,350
sila,Sıla,Bakirkoy,40.9784,28.88185,Private room,211,1,4,0.27,365
"Bostancı'da Deniz Manzaralı, Teraslı 230m2 Kiralık",Özgür,Maltepe,40.95323,29.09622,Entire home/apt,501,3,1,0.42,90
spacious studio flat,Ayşe,Sisli,41.04824,28.97276,Entire home/apt,148,4,9,0.66,240
Cozy room in Kadikoy,Hakan,Kadikoy,40.98338,29.07205,Private room,69,1,3,0.22,180
Zeynep apar,Zeynep,Fatih,41.00148,28.94988,Entire home/apt,301,2,6,0.43,157
sur hotel sultanahmet,Ziya,Fatih,41.0025,28.97449,Private room,422,1,1,0.49,365
YELDEĞİRMENİNDE KONFORLU ODA,Adem,Kadikoy,40.99629,29.02854,Private room,58,1,1,0.07,90
Modern Flat in Sultanahmet,D. Enis,Fatih,41.00597,28.97112,Entire home/apt,148,2,45,3.38,287
Cosy flat in the heart of Istanbul..,Necla,Beyoglu,41.02887,28.97697,Private room,90,2,6,0.44,172
"Historical House, calm area, beautiful seaview!",Bb,Adalar,40.86538,29.12538,Private room,359,1,13,0.89,270
Connected Modern Studios perfect for 4 person,Kerem,Beyoglu,41.03829,28.98198,Entire home/apt,380,1,39,2.65,315
Lovely flat in the heart of taksim,Emre,Beyoglu,41.03385,28.98581,Entire home/apt,295,1,2,0.22,90
Beylikdüzü Metrobüse Yakın 1+1 Daireler,Fikri,Esenyurt,41.02466,28.62452,Entire home/apt,121,1,1,0.09,365
2 Bedroom Deluxe Apartment in Taksim,Property Management,Sisli,41.04194,28.98283,Entire home/apt,264,1,7,0.61,365
Güvenli-Lüks Rezidans-Metrobüs-Tramvay yanında,Mehmet,Zeytinburnu,41.01601,28.90588,Private room,137,1,3,0.2,365
Halit Vargün Apart,Derya,Fatih,41.01451,28.9807,Entire home/apt,190,2,28,2.43,153
zan house,Kansu Can,Kartal,40.90591,29.18833,Shared room,47,1,1,0.19,180
"in Taksim Square ""Comfort apartment""",Orhan,Beyoglu,41.03535,28.98684,Entire home/apt,290,1,6,0.49,333
The Sarajevo Hotel  Terrace Room with city wiew,Ozan,Beyoglu,41.03633,28.97807,Private room,148,1,5,0.84,364
Spacious and cozy flat in the heart of Kadıköy,Aylin,Kadikoy,40.98802,29.0304,Entire home/apt,237,1,17,3.42,155
Bomonti house with two terraces,Seda,Sisli,41.063,28.988,Entire home/apt,411,2,1,0.07,267
Cozy Flat with in Cihangir with a Seaview,Deniz,Beyoglu,41.03058,28.98724,Entire home/apt,348,2,8,0.57,270
Deluxe Single Flat,Enes,Beyoglu,41.02704,28.97795,Entire home/apt,105,1,6,0.43,365
Enjoy the peace and silence,Kemal,Adalar,40.90779,29.05066,Private room,132,1,34,2.46,84
Private Room in Fully Equipped Large Apartment,Aytek,Besiktas,41.0627,29.00797,Private room,290,1,1,0.09,173
"Safety, quality, clean house in Istanbul.",Şeyda,Kagithane,41.07775,29.00599,Entire home/apt,200,1,1,0.07,0
Welcome; Special view for istanbul,Vahdettin,Beyoglu,41.03147,28.98821,Private room,232,2,1,0.13,0
2 Bedroom Suite Apartment in Taksim,Property Management,Sisli,41.04327,28.98341,Entire home/apt,316,1,1,0.75,360
ENJOYİNG the TERRACE in GALATA,Ayla,Beyoglu,41.02792,28.97268,Entire home/apt,232,3,46,3.29,343
Tüm daire 169TL Kaçırmayın!Ortaköy-Beşiktaş,Sencer,Besiktas,41.05021,29.02314,Entire home/apt,169,1,15,1.06,108
THE GREAT EXPERIENCE OF GALATA,Ayla,Beyoglu,41.02732,28.97486,Entire home/apt,290,4,19,1.38,364
"HOTEL COMFORT IN APARTMENT 1821,GALATA",Ayla,Beyoglu,41.02775,28.97476,Entire home/apt,200,3,26,1.81,365
"HOTEL COMFORT IN APARTMENT 1831,GALATA",Ayla,Beyoglu,41.02738,28.97328,Entire home/apt,200,3,13,0.91,364
Studio with garden,Türkan,Besiktas,41.08593,29.03251,Entire home/apt,232,3,18,1.28,354
Peaceful Private Apartment In Old City - I,Merve,Fatih,41.00943,28.97765,Entire home/apt,111,3,29,2.01,57
Peaceful Private Apartment In Old City - VI,Merve,Fatih,41.0116,28.97725,Private room,90,3,24,1.8,89
Peaceful Private Apartment In Old City - V,Merve,Fatih,41.0098,28.97748,Private room,90,3,46,3.19,51
Peaceful Private Apartment In Old City - II,Merve,Fatih,41.00956,28.97789,Entire home/apt,111,2,35,2.42,51
Old city/Blue Mosque/St. Sophia,Azamatjon,Fatih,41.00408,28.98032,Private room,153,2,1,0.08,284
Old city/Blue Mosque/St. Sophia,Azamatjon,Fatih,41.00537,28.9805,Private room,137,2,1,0.07,284
Peaceful Private Apartment In Old City - IV,Merve,Fatih,41.0115,28.97743,Entire home/apt,111,3,11,2.01,49
"Calm & sweet flat. 
The best location in Kadiköy.",Özgür,Kadikoy,40.9954,29.02622,Entire home/apt,185,2,14,0.99,172
Cozy Room with A Terrace at Old İstanbul - Galata,Alya,Beyoglu,41.02706,28.97381,Private room,47,2,3,0.21,0
Brand new apartment with great view in Beyoglu,Deniz,Beyoglu,41.0353,28.97336,Entire home/apt,596,2,38,2.74,120
Deluxe Double Basement  Floor With Kitchen,Emrecan,Fatih,41.00498,28.97021,Private room,148,1,2,0.15,311
Deluxe Family Suites One-Bedroom 4 Px With Kitchen,Emrecan,Fatih,41.00479,28.97028,Private room,237,1,6,0.74,296
fullly furnished luxury residence apartment.,Mahmut,Maltepe,40.91179,29.15572,Entire home/apt,84,15,1,0.08,0
"HOTEL COMFORT IN APARTMENT 1841,GALATA",Ayla,Beyoglu,41.02774,28.97412,Entire home/apt,200,3,32,2.34,355
Ağaoğlu Maslak 1453 Residence,Serdar,Sisli,41.11536,29.01184,Entire home/apt,200,1,6,0.54,362
Economical room close to Taksim :),Stephen,Sisli,41.04728,28.98636,Private room,58,2,4,0.96,59
1+1  suite teras balkonlu daire,Sevim,Beyoglu,41.02615,28.9749,Private room,301,1,2,0.15,41
Cozy Flat in the centre of Kadıköy,Meric,Kadikoy,40.9892,29.02568,Entire home/apt,69,2,7,0.57,364
STUDIO JUST STEPS FROM BLUE MOSQUE & HAGIA SOPHIA,Süleyman & Taner,Fatih,41.00645,28.97309,Entire home/apt,100,2,31,2.13,363
Historical flat near galta Mavi Evi,Omar,Beyoglu,41.02879,28.97632,Entire home/apt,511,2,25,1.81,87
Room In The Heart of the City,Duygu Nur,Beyoglu,41.03247,28.97893,Private room,84,1,20,1.41,365
Sanat Hotel Pera  Boutique Hotel,Semih,Beyoglu,41.03177,28.97546,Private room,501,1,1,0.16,365
CozyApartment,Bahadır,Kadikoy,40.98391,29.02989,Entire home/apt,237,7,10,0.75,139
"Sailors house :) ,Fenerbahce , next to the marina",Volkan,Kadikoy,40.97116,29.03908,Entire home/apt,269,2,4,1.08,358
MİNİ NOVA.2,Suleyman,Fatih,41.00451,28.97977,Private room,105,2,9,1.19,365
Üsküdar center,Okan,Uskudar,41.025,29.02183,Private room,53,1,1,0.08,89
Taksim Istanbul Apart Acibadem Hospital Studio,Halil,Sisli,41.04246,28.98113,Entire home/apt,169,1,3,0.43,365
Taksim Istanbul Apart Acibadem Hospital Studio,Halil,Beyoglu,41.04017,28.98246,Entire home/apt,158,1,1,0.07,365
Peacefull room by the forest,Tanyar,Sariyer,41.17325,28.99211,Private room,47,2,6,0.56,233
Tiny & comfy room with Golden Horn view in Beyoglu,Bahar,Beyoglu,41.03168,28.9711,Private room,84,1,2,0.17,179
Comfortable and quite house,Özlem,Maltepe,40.93677,29.14293,Private room,63,1,23,1.65,16
Room in Cihangir Beyoğlu Taksim (Kazancı yokuşu),Hakan,Beyoglu,41.03409,28.98513,Private room,69,1,24,1.7,83
Cosy apartment in Istanbul.,Göksu,Esenler,41.03528,28.88497,Entire home/apt,237,3,2,0.14,365
The coziest flat in Istanbul,Grace,Beyoglu,41.03561,28.97648,Entire home/apt,190,3,14,1.02,50
Central of  İstanbul,Hilal,Fatih,41.00839,28.93455,Private room,79,1,2,0.28,90
şişli merkezde kiralık oda,Mehtap,Sisli,41.06943,28.98875,Private room,69,1,1,0.08,364
"Cosy flat at the center of Beyoglu ,",Tuti,Beyoglu,41.0309,28.98119,Private room,364,1,17,2.73,315
Modern and Comfy Flat in the Heart of Istanbul,Ozcan,Beyoglu,41.03567,28.97379,Private room,90,1,7,0.51,365
Room in Center (Seyrantepe),Görkem,Kagithane,41.09712,28.99124,Private room,74,1,1,0.22,363
New!! 3Br&2Ba flat in the BEST location,Ahmet,Beyoglu,41.03095,28.98028,Entire home/apt,591,3,22,1.62,348
Cute clean flat near the Airport,Merve Nur,Kucukcekmece,41.04405,28.78461,Entire home/apt,158,1,10,0.74,364
"Sunny, Modern room in Taksim",Emre,Beyoglu,41.03953,28.98102,Private room,211,1,5,0.4,352
"Romantic apartment in great location, Beyoglu",Nahide,Beyoglu,41.03239,28.97884,Entire home/apt,295,3,3,1.58,347
studio space with a hip rooftop (top floor),Emrah,Beyoglu,41.03472,28.97618,Entire home/apt,327,1,25,1.87,344
Tuyap Agora Suite,Isa,Esenyurt,41.02314,28.68503,Private room,132,1,2,0.15,179
Large Cozy Room With Balcony,Omer,Sisli,41.05711,28.99351,Private room,100,2,17,1.58,356
Comfy and quiet rooms with seaview,Selin,Kartal,40.8938,29.18994,Private room,121,1,2,0.22,83
Single Room Near Blue Mosque,Amir,Fatih,41.00439,28.97105,Private room,100,2,15,1.08,347
"nice,warm, safe home is near metro station.",Ilyas,Sisli,41.07031,29.00398,Entire home/apt,121,20,1,0.08,35
Amazing flat with sea view Mavi Evi 2,Omar,Beyoglu,41.02683,28.9777,Entire home/apt,406,2,25,1.81,81
Comfortable and Nice Room in a Good Location,Nurhan,Sisli,41.06677,28.99541,Private room,105,1,1,0.64,49
Cozy place,Ertugrul,Sisli,41.05261,28.99275,Private room,63,1,11,0.82,179
Spacious Chill Apartment in Tesvikiye/Nisantasi,Caglar,Besiktas,41.0494,28.99934,Private room,95,1,50,3.92,174
"2nd floor Harbiye flat, 2+1, great balcony view",David,Sisli,41.04551,28.98351,Entire home/apt,69,14,1,0.09,0
AVAİLABLE NOW!1 room to rent in 2 + 1 flat USKUDAR,Aygul,Uskudar,41.0199,29.01668,Private room,53,2,6,0.45,179
Flat at Central Location in Esentepe İstanbul,Uygar,Sisli,41.06698,29.00921,Entire home/apt,248,1,4,0.5,179
An apartment near from Ataturk airport,Mohamed,Bahcelievler,41.01249,28.81997,Private room,79,1,11,0.88,89
"Rezidance, ev ,1+1",Merve,Sisli,41.07523,28.99772,Entire home/apt,90,10,8,0.58,62
WELL FURNISHED Flat-next to RAMADA Ht&Osmanbey St,Bee,Sisli,41.05273,28.98525,Entire home/apt,248,1,15,1.94,351
OSMANBEY DELUX APARTMENT 2+1,Ahmet,Sisli,41.04788,28.98816,Shared room,522,1,3,0.21,365
Queens Suite in Fulya / Nisantasi,Inci,Sisli,41.05651,28.99275,Private room,174,3,2,0.19,355
Aşkın Otel,Cüneyt,Fatih,41.00446,28.97956,Private room,90,1,1,0.08,365
Private Room with perfect location in Bostanci,Engin,Kadikoy,40.95698,29.10343,Private room,63,1,4,0.31,180
Lux Apt centrally located in Bohemian Kadıköy,Andrew And Kardelen,Kadikoy,40.9871,29.02198,Entire home/apt,237,3,27,1.99,87
Cozy room in the center with a nice garden,Gulen,Uskudar,41.04753,29.0775,Private room,58,1,1,0.07,178
Suitable for a big families,Yargı,Sariyer,41.1634,29.03811,Entire home/apt,285,100,1,0.14,90
"Istanbul Home for Female
Travelers
 Plan a Week",Bilge,Kadikoy,40.95489,29.09249,Private room,127,2,2,0.4,179
Misafirhane,Yasin,Beyoglu,41.03984,28.9816,Private room,148,1,1,0.15,177
SUPER LUX NEW SUITS FLATS,Mustafa,Esenyurt,41.00305,28.69167,Entire home/apt,348,1,1,0.14,365
Taksim meydanı ve İstiklal caddesine yakın stüdyo,Emrah,Beyoglu,41.03814,28.98093,Entire home/apt,116,1,9,0.84,356
Taksim Meydana yakın 1+1 Daire,Emrah,Beyoglu,41.03639,28.98028,Entire home/apt,153,1,20,1.87,326
Beyoğlunda Stüdyo Daire,Emrah,Beyoglu,41.03636,28.98074,Entire home/apt,148,1,36,2.54,348
Bakırköyde Merkezi Apartman Dairesi,Gokcei1,Bakirkoy,40.98975,28.87443,Entire home/apt,158,2,3,0.23,77
