name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,,
"Sultanahmet-Istanbul, Adalar Suite",Saban,Fatih,41.00417,28.96604,Entire home/apt,267,1,56,0.61,365,,
Unique Concept in the Old City,Levent,Fatih,41.00311,28.9807,Private room,1659,1,15,0.17,365,,
BestLocation Private Studio @Taksim,Engin,Beyoglu,41.03757,28.98204,Entire home/apt,233,5,28,0.32,179,,
*** Spacious FLAT with Sea View ***,Thyme,Kadikoy,40.99607,29.02497,Entire home/apt,576,2,40,0.42,143,,
Rooms with a Mystical Garden,Alper,Beyoglu,41.03196,28.9879,Shared room,384,1,0,,365,,
Cozy Flat in Cihangir - Prime Location !,Alev,Beyoglu,41.03161,28.98341,Entire home/apt,240,1,38,0.40,181,,
a nice place close to city center,Mustafa,Fatih,41.00349,28.93031,Private room,206,1,0,,0,,
COSY PLACE AT ISTANBUL NISANTASI,Semih,Sisli,41.05324,28.99166,Entire home/apt,583,3,12,0.13,364,,
Urban Bridge Loft - 3BR - 2BA - Galata,Dodo,Beyoglu,41.02763,28.97595,Entire home/apt,384,4,187,1.97,208,,
Apartment with nice bosphorus view,Erman,Beyoglu,41.0244,28.97595,Private room,384,2,0,,365,,
Beautiful Room in the City Centre!,Jan,Beyoglu,41.03291,28.97112,Private room,1152,3,7,0.07,0,,
"Rooftop terrace, tower& water views",Kadir,Beyoglu,41.02565,28.97398,Entire home/apt,926,1,66,0.78,357,,
Comfortable full furnished and amazing view,Hakan,Beylikduzu,40.98095,28.6788,Entire home/apt,309,1,0,,0,,
simple&clean apt w/ amazing view,Umut,Beyoglu,41.0257,28.97649,Entire home/apt,377,3,88,0.92,181,,
"Quiet, spacious, with patio garden",Kadir,Beyoglu,41.0304,28.98238,Entire home/apt,734,2,27,0.39,180,,
"Cozy, high ceilings & marble floors",Kadir,Beyoglu,41.03171,28.97994,Entire home/apt,459,2,9,0.11,365,,
Cosy apartment in Istanbul,Ece & Ali,Kadikoy,40.9756,29.05965,Entire home/apt,446,4,8,0.09,0,,
"Light, peaceful & high ceilings",Kadir,Beyoglu,41.03116,28.98094,Entire home/apt,459,2,13,0.22,365,,
"White, bright and airy!",Kadir,Beyoglu,41.03207,28.98067,Entire home/apt,459,2,4,0.07,351,,
Penthouse with panoramic views,Kadir,Beyoglu,41.03234,28.98048,Entire home/apt,1076,2,12,0.13,302,,
Historic Old City Studio Apt Balat1,Carolina,Fatih,41.02919,28.94835,Entire home/apt,309,2,176,1.93,365,,
Historic Old City Duplex Apt Balat3,Carolina,Fatih,41.02952,28.94716,Entire home/apt,309,2,167,2.01,358,,
YOUR HOME IN ISTANBUL,Zeynel,Umraniye,41.02731,29.08375,Private room,384,1,0,,365,,
In the center with a good price,Bahar,Fatih,41.01966,28.92449,Private room,137,1,33,0.35,365,,
Historic Old City Studio Apt Balat2,Carolina,Fatih,41.02919,28.94835,Entire home/apt,309,2,175,1.98,365,,
Historic Old City MiniDuplex Balat4,Carolina,Fatih,41.02919,28.94835,Entire home/apt,233,2,202,2.14,363,,
Chic Quatier Botanical Heaven ,Berna,Sisli,41.05093,29.00181,Entire home/apt,843,3,0,,365,,
"Cozy Room with Terrace, City View!",Başak,Besiktas,41.05167,29.00572,Private room,89,7,23,0.24,116,,
Centrally Located Elegant Apartment,Vesile,Beyoglu,41.03249,28.98687,Entire home/apt,651,4,19,0.22,0,,
A Nice Flat with Bosphorus view,A. Faruk,Uskudar,41.0243,29.01251,Private room,171,2,3,0.04,365,,
FANCY 2 BDRM MACKA APT NEAR TAKSIM,Banu,Besiktas,41.04298,28.99915,Entire home/apt,480,2,74,0.79,359,,
Weekly Monthly suits 5min. Taksim,Tan,Sisli,41.04995,28.98736,Private room,768,1,0,,0,,
Ender Guzey Museum ARThill Bodrum,Ender,Sariyer,41.22204,29.02467,Private room,398,180,0,,365,,
Modern and Clean Residence in Perfect Location,Omer Faruk,Bahcelievler,41.00468,28.81231,Entire home/apt,295,5,45,1.19,179,,
Cozy apt in the heart of Cihangir,Emre,Beyoglu,41.03211,28.98401,Private room,384,5,1,0.01,365,,
1 bedroom apartment in the center of Old Istanbul,Ozkan,Fatih,41.02981,28.94857,Entire home/apt,295,14,28,0.47,305,,
Studio flat in Istanbul very good price,Ozkan,Fatih,41.02875,28.9481,Entire home/apt,192,14,32,0.54,364,,
Luxury in space & full privacy,Levent,Fatih,41.00394,28.97978,Entire home/apt,1385,1,3,0.06,365,,
Comfy Central Room in A Safe Area,Ahmet,Sisli,41.05356,28.97864,Private room,75,3,36,0.44,365,,
EDEN | 1Bed with Garden in CIHANGIR,Ilker,Beyoglu,41.03045,28.98389,Entire home/apt,384,3,25,0.27,165,,
Great Value&Close to Metro Station!,Ozan,Besiktas,41.07231,29.0241,Private room,384,1,10,0.11,365,,
Villa Prinkipo mit Pool,Aysel,Adalar,40.87039,29.12358,Entire home/apt,2462,6,0,,173,,
❦ Great location･Economic ･Clean ❦,Eser,Sisli,41.05462,28.99195,Entire home/apt,192,180,6,0.06,362,,
"Artist's Studio, Central & Near Taksim",Efe & Memet,Sisli,41.0497,28.98836,Entire home/apt,336,2,176,1.87,359,,
Perfect Located HOUSE Cihangir BEYOGLU,Pelin,Beyoglu,41.03099,28.98272,Entire home/apt,247,2,324,3.48,74,,
Beach sea sunbath in the black sea1,Şile,Sile,41.17059,29.63018,Private room,171,1,19,0.27,365,,
LÜX_TEMİZ_HİJYENİK_DAİRE,Şafak,Sisli,41.07533,28.99873,Entire home/apt,823,1,0,,365,,
dubleks evimin üst katı sizin ,Ahmet,Maltepe,40.94378,29.13958,Private room,384,1,0,,0,,
"Really Turkish Hospitality Mimaroba, Büyükçekmece",Fikret,Besiktas,41.04236,29.00527,Private room,267,1,0,,362,,
CHOOSE THE NATURE TO REST,Cengiz,Sile,41.16284,29.58172,Private room,2743,1,0,,365,,
Tabiatla iç içe! Ulaşım çok kolay!,Necdet,Cekmekoy,41.03261,29.17809,Private room,459,1,0,,365,,
FUAREV FLAT 84M2 CLOSED TO AIRPORT,Fuarev,Kucukcekmece,41.03494,28.77126,Entire home/apt,514,7,2,0.03,365,,
FUAREV FLAT 84M2 in a LUX COMPLEX,Fuarev,Kucukcekmece,41.05591,28.78515,Entire home/apt,528,7,2,0.03,365,,
get a roommate,Ali,Bagcilar,41.03003,28.84413,Shared room,542,1,0,,365,,
The Jewel of the Bosphorus,Cedric,Uskudar,41.0428,29.04829,Private room,960,1,1,0.01,365,,
Attic for 2adults+2kids in villa ,Bilge Han,Sariyer,41.23412,29.00687,Private room,2057,6,0,,365,,
"PRIVATE ROOM,CENTRAL OF MECIDIYEKOY",Nedret,Sisli,41.07186,29.00072,Entire home/apt,617,6,0,,365,,
Şık aydınlık site içinde daire,Suna,Sancaktepe,41.00618,29.20436,Entire home/apt,384,1,0,,364,,
Fancy Flat near Taksim Square (7),Kerem,Beyoglu,41.03948,28.98233,Entire home/apt,233,1,304,4.11,365,,
The room with Golden Horn view ,Sibel,Fatih,41.03027,28.94943,Private room,151,1,0,,365,,
room at the center of istanbul,Banu,Besiktas,41.0475,29.00271,Private room,267,1,0,,0,,
BAKIRKÖY SAHİL SUİTES GÜVENCESİYLE,Recai,Bakirkoy,40.97522,28.87263,Entire home/apt,617,2,0,,365,,
1001 nights in Istanbul,Nora,Beyoglu,41.02951,28.98356,Entire home/apt,1152,3,4,0.05,365,,
"Cosy Apartment, full Bosphorus view",Elif,Beyoglu,41.02998,28.98726,Entire home/apt,418,5,15,0.17,300,,
Private Room in Safest Area,Seckin,Besiktas,41.07444,29.02441,Private room,233,1,30,3.10,0,,
Villa Bosphorus Konak,İlhan,Beykoz,41.17503,29.08932,Entire home/apt,2215,2,3,0.04,90,,
Nice pvt room near Sabiha airport ,Fi̇li̇z,Tuzla,40.81867,29.30315,Private room,267,1,0,,365,,
Adorable private bedroom & bathroom,Sibel,Besiktas,41.06002,29.0191,Private room,501,3,1,0.02,365,,
**STAY SAFE RULES** Elegant Flat in Istanbul Heart,Miko & Roza,Beyoglu,41.03164,28.96941,Entire home/apt,267,5,16,0.18,364,,
Small room in the city center,Bahar,Fatih,41.01719,28.93065,Private room,103,2,13,0.14,365,,
Single room in Avenue Bagdat Apart,Pelin,Kadikoy,40.97589,29.0671,Private room,192,7,11,0.14,363,,
Big & old apartment close to Nişantaşı and Taksim,Pinar,Sisli,41.05378,28.98742,Private room,267,1,0,,362,,
tree and the balcony,Atanur,Kadikoy,40.9959,29.03336,Private room,117,1,0,,365,,
Bakırköy Sahil Suites Near Airport*,Recai,Bakirkoy,40.97531,28.87351,Shared room,617,1,0,,364,,
nıcest place,Fırat,Pendik,40.86749,29.30739,Private room,514,1,0,,365,,
Do You Want Comfort and Convenience,B&B,Kadikoy,40.97353,29.07474,Entire home/apt,768,2,4,0.06,1,,
Sunny&cosy vintage apt @Beyoglu,Fulya,Beyoglu,41.03597,28.97643,Entire home/apt,377,5,9,0.11,364,,
Historical Spacious Room in Taksim!,Süreyya,Beyoglu,41.03219,28.98017,Private room,151,2,63,0.80,363,,
"Marvelous sea view, 80m2 penthouse",Bahri&Nihal,Uskudar,41.013,29.01541,Entire home/apt,343,3,65,0.74,365,,
Orange Studio Private&Great Terrace,Demir,Sisli,41.04929,28.98635,Entire home/apt,178,2,36,0.42,365,,
Taksimde eğlence ve tarihin içinde,Ali,Beyoglu,41.03065,28.98385,Entire home/apt,768,3,0,,364,,
*STAY SAFE FLAT* Cheap Taksim Wooden Mansion!,Miko & Roza,Beyoglu,41.03187,28.97283,Entire home/apt,178,2,44,0.50,342,,
*Stay SAFE* 48Hrs Empty! TAKSIM Charming Flat,Miko & Roza,Beyoglu,41.03178,28.97245,Entire home/apt,144,2,43,0.47,342,,
*NEW RULES* to STAY SAFE Authentic Ottoman Mansion,Miko & Roza,Beyoglu,41.03188,28.97267,Entire home/apt,343,2,87,0.97,358,,
Magnificent Rooms For Your Comfort,Bilal,Uskudar,41.02003,29.01355,Private room,459,1,1,0.02,365,,
Furnished 3BR Apt near Taksim SQ,Demet,Sisli,41.0465,28.99457,Entire home/apt,199,180,0,,309,,
#Old City#Authentic Duplex #Terrace,Ibrahim,Fatih,41.01094,28.95067,Entire home/apt,411,2,128,1.45,339,,
Nice flat Central residential area,Hikmet,Besiktas,41.05886,29.00334,Private room,926,1,0,,365,,
golden horn,Erkan,Beyoglu,41.05945,28.95132,Private room,309,1,0,,364,,
Cool apartment in İstanbul,Zekiye,Sisli,41.0604,28.98673,Entire home/apt,768,1,1,0.01,88,,
Renewed basement studio with garden,Pinar,Beyoglu,41.03806,28.97581,Entire home/apt,137,2,31,0.36,259,,
TAKSIM CENTER - Comfy Room / House,Onur,Beyoglu,41.04006,28.9833,Private room,117,2,1,0.01,365,,
Cozy Room OLIVE   @Kaboom Guest House,Kaboom Guest House,Beyoglu,41.03488,28.97242,Private room,185,2,9,0.10,364,,
Cosy flat at the heart of İstanbul,Ayla,Beyoglu,41.03514,28.97667,Entire home/apt,302,4,108,1.20,357,,
"Central Istanbul, Easy Transport",Furkan,Uskudar,41.02672,29.03997,Private room,274,1,0,,365,,
A gem in the Hippest Neighborhood,Nazli,Beyoglu,41.03063,28.9854,Entire home/apt,343,2,7,0.08,0,,
Fully furnished cosy flat in Galata,Omer,Beyoglu,41.02424,28.97363,Entire home/apt,754,2,0,,0,,
One bedroom apartment in Istanbul,Omer,Kagithane,41.07329,28.97601,Entire home/apt,631,1,0,,365,,
Room for Rent in Istanbul Airport,Ömür,Bahcelievler,41.00406,28.82735,Private room,309,1,0,,365,,
"room,close to saw airport best spot",Emrah,Pendik,40.92538,29.29089,Private room,75,1,33,0.39,356,,
room close to sabiha gokcen airport,Emrah,Pendik,40.92544,29.29017,Private room,75,1,51,0.56,363,,
CENTRAL FLAT IN BEYOGLU,Merve,Beyoglu,41.0368,28.97366,Entire home/apt,309,3,15,0.25,28,,
1+1 Modern House at the Bosphorus!!,Gonca,Besiktas,41.04676,29.01426,Entire home/apt,247,3,8,0.09,362,,
Comfortable rooms in Beylikdüzü,Hakan,Beylikduzu,41.00387,28.6499,Private room,384,1,3,0.03,364,,
Central Cihangir flat in Beyoglu,Sinan,Beyoglu,41.03404,28.98312,Entire home/apt,459,3,109,1.17,364,,
In the heart of Cihangir!,Dogan,Beyoglu,41.03016,28.98247,Entire home/apt,384,365,6,0.06,365,,
Room in Touristic Spot of Istanbul,Hediye,Beyoglu,41.03388,28.98859,Private room,151,5,12,0.44,365,,
ADAHAN,Lale,Beyoglu,41.02958,28.97377,Entire home/apt,1076,1,0,,365,,
Rental Room in Istanbul Good Choice,Fırat,Basaksehir,41.08559,28.66085,Private room,274,1,0,,365,,
Great location - w/ all connections,M.Hakan,Fatih,41.01971,28.94369,Entire home/apt,343,3,16,0.18,243,,
2 min Accross Metro 20min to Taksim,Erhan,Sisli,41.10163,29.00043,Private room,165,1,3,0.03,365,,
Galata and Istiklal 3 min,Tolga,Beyoglu,41.03015,28.97136,Shared room,343,1,0,,365,,
Great central apt near Bosphorous,Lutfi,Besiktas,41.04657,29.00396,Entire home/apt,686,1,0,,365,,
Central @ ISTANBUL close to History,Fırat,Fatih,41.0135,28.94751,Entire home/apt,617,1,0,,365,,
İstanbul/Taksim,Onur,Beyoglu,41.03209,28.98303,Private room,343,1,0,,365,,
SPACE IN HISTORICAL BOSPHORUS HOUSE,Erkmen,Besiktas,41.07012,29.04122,Private room,576,7,0,,365,,
Studio fully serviced in the trendiest district,Burak,Sisli,41.05158,28.99034,Hotel room,542,3,3,0.15,365,,
Fancy Studio in Perfect location,Ayşe Zeynep,Beyoglu,41.03161,28.97469,Hotel room,267,1,54,0.61,365,,
Studio in Galata area near Tram St.,Ahmet,Beyoglu,41.02873,28.97717,Entire home/apt,137,4,133,1.69,89,,
Twin Suit fully serviced in the trendiest district,Burak,Sisli,41.05183,28.99042,Hotel room,459,3,0,,365,,
CasaLoBueno#2 Comfort Galata Tower,Doret & Izel,Beyoglu,41.02471,28.97444,Entire home/apt,761,4,81,0.88,364,,
in the heart of Istanbul,Maria,Beyoglu,41.03895,28.97693,Entire home/apt,137,60,1,0.02,365,,
"Orient Pearl, A Select Apartment Central To All",David,Beyoglu,41.0327,28.97821,Entire home/apt,679,2,49,0.57,359,,
Ground Floor 2+1 @ TAKSIM Very Touristic,Safa,Beyoglu,41.03913,28.98114,Private room,542,2,0,,365,,
Quiet But Exciting Neighbourhood,Taylan Ataol,Beyoglu,41.02999,28.98078,Shared room,82,1,126,1.38,365,,
Your home in Central Istanbul ,Ahmet,Sisli,41.04472,28.9784,Private room,233,1,0,,365,,
"Cozy Home & Office, Istanbul",Kerem,Besiktas,41.08054,29.04483,Entire home/apt,1344,1,0,,364,,
"well designed flat, beyoglu",Burcu,Beyoglu,41.02846,28.97717,Entire home/apt,459,5,56,0.84,358,,
Comfortable apartment in Taksim,Marika,Sisli,41.04387,28.9859,Entire home/apt,686,1,0,,365,,
Deluxe Suite with Bosphorus View,Hasan,Beyoglu,41.03202,28.98465,Entire home/apt,926,1,0,,365,,
"Apartment w. garden in Macka, Besiktas, Tesvikiye",Ayse & Ned,Besiktas,41.04436,28.99841,Entire home/apt,453,7,10,0.50,343,,
loft/flat 80sqm sea vue teras,Paskal,Beyoglu,41.02939,28.9756,Entire home/apt,425,4,61,0.77,0,,
2 kedili daire..  :),Emre,Maltepe,40.94984,29.1589,Private room,274,1,0,,365,,
Stylish & Cozy Apartment,Jonas,Beyoglu,41.02842,28.97794,Entire home/apt,734,3,43,0.47,365,,
"Unique Bosp. View, with Balcony Modern 24hSecurity",İlhan,Beyoglu,41.03384,28.99164,Hotel room,1254,2,8,0.29,0,,
"Modern , Stylish , 2 min to tram/funicular",İlhan,Beyoglu,41.03373,28.99154,Entire home/apt,1008,2,15,0.30,0,,
A nice stay in old İstanbul (Balat),Ahu,Fatih,41.03426,28.94371,Private room,185,1,1,0.03,364,,
Feel like in your own home in ŞİŞLİ,Metin,Sisli,41.06243,28.98461,Private room,178,1,0,,364,,
Alaaddin Apart Beyoglu,Alaaddin,Beyoglu,41.03485,28.97919,Entire home/apt,267,3,14,0.15,365,,
"Cosy,cheap,very located 1+1 house",Sevil,Beyoglu,41.03457,28.98095,Entire home/apt,411,3,7,0.08,365,,
Cozy & Pretty Room in Taksim Square,Emin,Beyoglu,41.03494,28.97999,Private room,343,1,0,,365,,
"cheap room @Purana Paltan area,Dhak",Sanjida,Beyoglu,41.03815,28.97542,Private room,267,1,0,,365,,
Luxury Studio in Beyoglu,Neva,Beyoglu,41.03162,28.97934,Hotel room,418,1,2,0.08,331,,
Stylish Studio with Private Patio,Neva,Beyoglu,41.03162,28.9794,Entire home/apt,459,1,50,0.83,339,,
Design Terrace Suit w 24/7 Security,Neva,Beyoglu,41.03156,28.97933,Hotel room,295,1,30,0.50,365,,
Stylish Roof Suit in Beyoğlu,Neva,Beyoglu,41.03158,28.97933,Entire home/apt,384,1,55,1.30,334,,
Beyoğlu Gümüşsuyu Güven ve Huzur,Rıfat,Beyoglu,41.03603,28.9898,Private room,199,1,0,,365,,
Nice Studio in the City Center ,فارس,Sisli,41.06224,28.98717,Private room,1028,3,0,,365,,
Central & peaceful home @ Bostanci,Arzu,Kadikoy,40.95751,29.10458,Entire home/apt,542,2,0,,0,,
Stunning Double Room in Besiktas!,Başak,Besiktas,41.05251,29.00589,Private room,89,20,28,0.32,332,,
modern new building in asian site,Kerem,Atasehir,41.00107,29.10075,Entire home/apt,178,3,47,0.53,359,,
Exclusive and elite location (1 +1),Fahrettin,Beyoglu,41.03145,28.98204,Entire home/apt,926,1,1,0.01,358,,
Penthouse with great Bosphorus view,ALi,Uskudar,41.03438,29.02948,Private room,459,2,0,,365,,
"live like a hip local, w/alcove",Emrah,Beyoglu,41.02587,28.97594,Entire home/apt,500,6,28,1.18,349,,
Apartment in the hearth of Beyoglu,Alaaddin,Beyoglu,41.03595,28.97823,Entire home/apt,309,3,17,0.23,358,,
UNBEATABLE LOCATION 2 BEDROOM,Enis,Sisli,41.05136,28.98649,Entire home/apt,411,28,15,0.22,90,,
Renting Room with Sea Veaw,Yasin,Uskudar,41.02282,29.01064,Private room,103,1,0,,365,,
"live like a hip local, w/balcony",Emrah,Beyoglu,41.02735,28.97472,Entire home/apt,542,10,21,0.89,286,,
"live like a hip local, 1st floor",Emrah,Beyoglu,41.02599,28.9762,Entire home/apt,459,6,30,1.27,326,,
Sweet Flat in Cihangir Cukurcuma,Pelin,Beyoglu,41.03251,28.98255,Entire home/apt,247,2,332,3.68,76,,
"Double Room with Kitchen, perfect location",Ayşe Zeynep,Beyoglu,41.02985,28.97615,Hotel room,254,1,38,0.43,365,,
Economy (Interior Window) Double Room in Pera,Ayşe Zeynep,Beyoglu,41.03,28.97588,Hotel room,459,1,1,0.03,365,,
Apartment in the Heart of the City6,ISlK,Beyoglu,41.03906,28.98266,Entire home/apt,226,2,58,0.77,365,,
Apartment in the Heart of the City4,ISlK,Beyoglu,41.03856,28.983,Entire home/apt,192,2,105,1.39,364,,
Apartment in the Heart of the City5,ISlK,Beyoglu,41.03914,28.98302,Entire home/apt,192,2,70,0.93,364,,
Studio in the Heart of the City 2,ISlK,Beyoglu,41.03907,28.9827,Entire home/apt,233,2,217,2.43,365,,
ModernKing Suite Studio Near Taksim,Murat,Beyoglu,41.0363,28.98305,Private room,425,1,0,,365,,
"COMFORTABLE, CHIC, MODERN",Derya,Kagithane,41.09796,28.96931,Private room,233,1,0,,365,,
Exclusive Flat Balcony,Xflats,Beyoglu,41.03556,28.98965,Entire home/apt,843,2,0,,358,,
Tophane-Luxury&Serviced Flat 2+1,Xflats,Beyoglu,41.02762,28.98101,Entire home/apt,843,2,10,0.22,352,,
XFLATS-Penthouse with Bosphorus GS,Xflats,Beyoglu,41.03213,28.98043,Entire home/apt,3463,2,2,0.09,365,,
LOVELY ROOM -Central Kadıkoy-Moda,Yaşam,Kadikoy,40.98233,29.02449,Private room,199,2,3,0.03,364,,
"Lovely, bright, historical: Galata ",Tan,Beyoglu,41.0283,28.97496,Private room,267,3,37,0.53,0,,
"Uptwins Deluxe Residence, 1+1 ",Osman,Kartal,40.90959,29.21125,Entire home/apt,1070,1,0,,365,,
Asian Side Comfortable room,Can,Kadikoy,40.96217,29.09661,Private room,274,1,0,,1,,
Private Room for Rent by Taksim,Volkan,Sisli,41.05187,28.98477,Private room,103,1,1,0.01,0,,
Room in Kadikoy,Ezgi,Kadikoy,40.98605,29.03397,Private room,768,1,0,,83,,
Double Room wth private garden@Pera,Ayşe Zeynep,Beyoglu,41.03148,28.97571,Hotel room,309,1,87,0.98,358,,
Fully furnished Flat in Old City,M.Hakan,Fatih,41.01808,28.94588,Entire home/apt,343,5,17,0.19,364,,
Area Apartments *Mis* Taksim    ,Sayat,Beyoglu,41.03589,28.98253,Entire home/apt,768,1,0,,365,,
Private room central to Everywhere,Koray,Kadikoy,40.99313,29.03461,Private room,55,2,2,0.03,271,,
Cozy Flat with TAKSIM Square View,Arzu,Beyoglu,41.03841,28.98338,Entire home/apt,542,1,4,0.05,365,,
Spacious Balcony Duplex Sultanahmet,Gulnur,Fatih,41.00633,28.97045,Entire home/apt,953,2,84,0.94,356,,
Sea view Family Suite Sultanahmet,Gulnur,Fatih,41.00633,28.97045,Entire home/apt,610,2,112,1.26,365,,
Super Luxury Farmhouse in Silivri,Serkan,Silivri,41.21394,28.08979,Entire home/apt,2002,1,1,0.02,364,,
Seaview Penthouse Suite Sultanahmet,Gulnur,Fatih,41.00637,28.9704,Entire home/apt,350,2,75,0.85,242,,
Spacious Garden Duplex Sultanahmet,Gulnur,Fatih,41.00606,28.96999,Entire home/apt,1433,2,150,1.68,323,,
"Sultanahmet - Istanbul, Tugra Suite",Saban,Fatih,41.00417,28.96604,Entire home/apt,267,1,187,2.09,364,,
"Sultanahmet - Istanbul, Cumba Suite",Saban,Fatih,41.00417,28.96604,Entire home/apt,233,1,151,1.69,365,,
"Sultanahmet-Istanbul, Sarnic Suite",Saban,Fatih,41.00417,28.96604,Entire home/apt,267,1,95,1.07,365,,
Nice Flat at heart of İstiklal,Fevzi,Beyoglu,41.03347,28.98069,Entire home/apt,850,1,0,,2,,
Family Suite for 4 fully serviced in Nişantaşı,Burak,Sisli,41.05003,28.99049,Hotel room,1618,3,1,0.16,365,,
Deluxe 2 Br Apt Close 2 Blue Mosque,Saban,Fatih,41.00249,28.97555,Entire home/apt,603,1,104,1.16,365,,
Stay Together Stay in Peace :),Mehmet,Uskudar,41.01584,29.01462,Private room,144,1,0,,365,,
"Central, Easy Access in Sultanahmet",Saban,Fatih,41.00673,28.97048,Entire home/apt,384,1,121,1.41,365,,
Beautiful Double Room in Besiktas,Başak,Besiktas,41.05167,29.00572,Private room,103,20,28,0.32,342,,
Superior Suite @CIHANGIR,Hasan,Beyoglu,41.03219,28.98618,Entire home/apt,542,1,3,0.10,365,,
Great Secure Suit at Taksim/Beyoglu,Haluk,Beyoglu,41.03892,28.98501,Entire home/apt,3840,1,0,,365,,
Cosy residence in Taksim district,Güven,Beyoglu,41.02915,28.9813,Entire home/apt,501,2,5,0.06,365,,
erasmuslu ev arkdaşı ariyorum,Akif,Besiktas,41.04461,29.0021,Private room,178,1,0,,1,,
"Urban Loft for 12 Guests - 5BR  - 4,5 BA  - Galata",Dodo,Beyoglu,41.02729,28.97531,Entire home/apt,960,4,37,0.44,30,,
Old Neighboor of Istanbul rent room,Orkun,Fatih,41.00044,28.932,Private room,192,1,0,,365,,
"Great place in Buyukada, Istanbul!",Feyza,Adalar,40.87313,29.12668,Entire home/apt,514,14,8,0.09,45,,
Cozy and calm space in Tesvikiye,Feyza,Sisli,41.04892,28.99624,Entire home/apt,405,5,22,0.42,179,,
Bright clean near Istiklal Street ! (5),Kerem,Beyoglu,41.03948,28.98233,Entire home/apt,233,1,237,3.19,365,,
big room in nice/central apartment ,Ayshin,Sisli,41.04768,28.98705,Private room,384,1,0,,90,,
Charming Apartment in Golden Horn,Ali,Fatih,41.03277,28.94647,Private room,425,1,0,,365,,
Wanted:nice company :) Moda-Kadikoy,Betul,Kadikoy,40.98443,29.02661,Private room,137,1,28,0.32,365,,
Studio Flat at Istanbul,Seher,Kadikoy,40.98563,29.0238,Private room,233,8,1,0.04,363,,
Boğaz manzarası,Ayla,Beyoglu,41.03245,28.99075,Private room,1028,1,0,,365,,
"Big bright apt in Cihangir, Beyoglu",Nazli,Beyoglu,41.03084,28.98558,Entire home/apt,501,4,5,0.06,365,,
Amazing apartment in the center,Han,Beyoglu,41.03553,28.98484,Entire home/apt,343,4,53,0.60,94,,
5 min to Taksim - central & clean,Volkan,Beyoglu,41.03681,28.9816,Private room,501,1,0,,365,,
